  fileid                 obsdate      exptime ntot nuse  stddev                              md5
--------------- --------------------- ------- ---- ---- ------- --------------------------------
Y220706A0037c   2022-07-07T14:23:57.0    1.0  2791 2255 0.00518 29c67ee3b8bcb80e88f6ef63f24a68fd
20240523-203949 2024-05-23T20:39:49.0    0.5  1700  880 0.00335 5823888e32c61d01b1ce7756b7dba784
