# units Angstroms
  wave_air     wn          int     kl    Jl   ku     Ju  note element ion source 
 3556.3144 28110.9688    1.588   34279  3.5   6168  3.5 104.5      Th  II   PE83
 3557.4645 28101.8813    7.093   34270  4.5   6168  3.5 103.4      Th  II   PE83
 3561.7809 28067.8267   12.512    6362  2    34430  3   102.0      Th   I   PE83
 3565.6043 28037.7306    2.496    8800  4    36837  5   104.2      Th   I   PE83
 3567.0472 28026.3894    2.201   34726  3.5   6700  4.5 103.5      Th  II   PE83
 3567.2638 28024.6873   97.325       0  2    28024  1   103.4      Th   I   PE83
 3569.6204 28006.1862    2.544   34174  2.5   6168  3.5 105.2      Th  II   PE83
 3569.8205 28004.6169   27.194    3865  1    31870  2   101.0      Th   I   PE83
 3570.3577 28000.4031    4.392    8800  4    36800  4   100.2      Th   I   PE83
 3570.5240 27999.0993    2.814   35794  4     7795  4   103.6      Th   I   PE83
 3571.5731 27990.8750    2.439   38179  4.5  10189  5.5 106.2      Th  II   PE83
 3572.3923 27984.4561   10.431    8460  1.5  36444  1.5 102.5      Th  II   PE83
 3573.2196 27977.9771    4.435    8605  2.5  36583  3.5 104.1      Th  II   PE83
 3575.1263 27963.0566    8.014    8111  4    36074  3   113.2      Th   I   PE83
 3575.3018 27961.6840    6.137    6362  2    34324  2    98.9      Th   I   PE83
 3575.3224 27961.5227   19.742   34661  5.5   6700  4.5 102.4      Th  II   PE83
 3577.5994 27943.7270    1.677    2869  3    30812  2   104.6      Th   I   PE83
 3578.9498 27933.1839    4.476   39174  3    11241  3   103.8      Th   I   PE83
 3579.4575 27929.2215    5.276                          100.8      Th       PE83
 3580.2315 27923.1842    2.705   40411  3.5  12488  4.5 106.8      Th  II   PE83
 3581.7580 27911.2841    5.921    3687  2    31599  2   100.3      Th   I   PE83
 3582.0091 27909.3270    6.094   10855  3.5  38764  3.5 104.4      Th  II   PE83
 3583.1022 27900.8133    9.981    4961  4    32862  4   102.8      Th   I   PE83
 3584.1756 27892.4573   31.360    2869  3    30761  3   102.1      Th   I   PE83
 3585.0509 27885.6474    2.818   44450  4.5  16564  5.5 105.9      Th  II   PE83
 3585.7703 27880.0535    2.253   37465  2.5   9585  2.5 103.5      Th  II   PE83
 3589.1538 27853.7715    3.145   34553  4.5   6700  4.5 108.8      Th  II   PE83
 3589.3603 27852.1690    9.338   34543  2.5   6691  1.5 102.7      Th  II   PE83
 3589.7495 27849.1494   29.782    7502  3    35351  4   100.5      Th   I   PE83
 3589.9942 27847.2515    6.825    3865  1    31712  1   101.3      Th   I   PE83
 3590.5250 27843.1345    2.454                          104.8      Th       PE83
 3590.9253 27840.0306    3.761   38366  4    10526  3   101.2      Th   I   PE83
 3591.4524 27835.9449   34.838    3687  2    31523  3   101.1      Th   I   PE83
 3592.7795 27825.6636   31.719    8800  4    36625  5   101.9      Th   I   PE83
 3594.1112 27815.3538    2.109    4113  2.5  31928  1.5 106.2      Th  II   PE83
 3594.7216 27810.6301    1.855                          109.1      Th       PE83
 3594.9856 27808.5881    6.105   11802  2    39611  3   103.3      Th   I   PE83
 3595.6177 27803.6994   14.379   36047  2     8243  2   101.8      Th   I   PE83
 3597.4955 27789.1871    8.847                          100.8      Th       PE83
 3598.1200 27784.3644  111.580       0  2    27784  2   102.5      Th   I   PE83
 3598.5247 27781.2396    2.331   35576  3     7795  4   103.9      Th   I   PE83
 3599.7240 27771.9840    7.319   38186  4    10414  4   100.4      Th   I   PE83
 3600.4323 27766.5206    5.766    9804  5    37571  5   106.3      Th   I   PE83
 3601.0345 27761.8779   17.650   17727  5.5  45489  4.5 104.6      Th  II   PE83
 3601.7716 27756.1963    2.066   38953  5    11197  5   101.6      Th   I   PE83
 3603.2042 27745.1609   12.481   37465  2.5   9720  3.5 103.4      Th  II   PE83
 3604.0657 27738.5294    2.469    7502  3    35240  3   105.9      Th   I   PE83
 3604.6819 27733.7875   11.337                          120.1      Th       PE83
 3605.1937 27729.8507    6.210   40904  5    13175  4   102.1      Th   I   PE83
 3606.0909 27722.9513    5.341    2558  0    30281  1   101.7      Th   I   PE83
 3606.2481 27721.7427    7.684   28232  2      510  2   101.3      Th III   PE83
 3607.3933 27712.9423    1.254   42955  4.5  15242  4.5 107.3      Th  II   PE83
 3608.3779 27705.3810   24.146                          101.3      Th       PE83
 3609.2252 27698.8774    4.831   38372  1.5  10673  2.5 106.0      Th  II   PE83
 3609.4452 27697.1889   65.680    4113  2.5  31810  2.5 101.5      Th  II   PE83
 3610.3971 27689.8865    6.054   35021  1.5   7331  2.5 105.2      Th  II   PE83
 3611.1605 27684.0333    4.142    2869  3    30553  2   100.0      Th   I   PE83
 3612.4275 27674.3237  163.599       0  2    27674  2   101.8      Th   I   PE83
 3612.8666 27670.9598   53.988       0  2    27670  3   101.3      Th   I   PE83
 3613.7795 27663.9701    4.128    4146  3.5  31810  2.5 106.6      Th  II   PE83
 3614.0098 27662.2077    6.292   42146  5.5  14484  5.5 102.6      Th  II   PE83
 3614.2134 27660.6493   18.173                          103.2      Th       PE83
 3614.3534 27659.5776   13.442   38186  4    10526  3   101.2      Th   I   PE83
 3615.1328 27653.6150   33.128    4146  3.5  31800  3.5 102.3      Th  II   PE83
 3615.8503 27648.1271    4.312    2869  3    30517  4   101.3      Th   I   PE83
 3616.1778 27645.6236    3.460   35440  3     7795  4   101.1      Th   I   PE83
 3617.1173 27638.4432   12.763   10855  3.5  38493  2.5 103.8      Th  II   PE83
 3617.6716 27634.2086    4.165   35877  2     8243  2    99.5      Th   I   PE83
 3618.3634 27628.9255   15.437    7502  3    35131  4   100.7      Th   I   PE83
 3619.2119 27622.4478    6.592    8111  4    35733  4   100.5      Th   I   PE83
 3620.8387 27610.0378    9.025   35405  3     7795  4   102.6      Th   I   PE83
 3621.1188 27607.9025   11.565   38179  4.5  10572  4.5 102.8      Th  II   PE83
 3622.3358 27598.6269    8.228                          200.5      Th       PE83
 3622.7955 27595.1255   28.322    3687  2    31283  3   101.8      Th   I   PE83
 3623.7726 27587.6850    5.417   35831  3     8243  2   101.1      Th   I   PE83
 3624.4720 27582.3613   10.016    8800  4    36382  4   100.6      Th   I   PE83
 3624.8953 27579.1402   18.182   34279  3.5   6700  4.5 104.2      Th  II   PE83
 3625.0293 27578.1208   11.677   37992  4    10414  4   106.2      Th   I   PE83
 3625.1496 27577.2060    3.899   12847  3    40425  4   102.3      Th   I   PE83
 3625.6280 27573.5669   31.614    1521  2.5  29095  2.5 101.0      Th  II   PE83
 3625.8933 27571.5496   14.308    7280  2    34851  2   102.6      Th   I   PE83
 3626.9390 27563.6006    7.066   38760  4    11197  5   101.2      Th   I   PE83
 3629.8503 27541.4938    4.010                          101.4      Th       PE83
 3632.8303 27518.9021   17.835   38760  4    11241  3   101.6      Th   I   PE83
 3634.5822 27505.6384   44.044   35300  5     7795  4   101.2      Th   I   PE83
 3635.2419 27500.6470    3.074   15786  2.5  43287  1.5 104.5      Th  II   PE83
 3635.4195 27499.3037    6.246   49527  6.5  22028  7.5 105.4      Th  II   PE83
 3635.9434 27495.3416   50.025                          100.7      Th       PE83
 3636.1728 27493.6068    2.552   51224  4.5  23730  4.5 102.7      Th  II   PE83
 3636.5667 27490.6286    1.967   37679  5.5  10189  5.5 106.2      Th  II   PE83
 3636.8345 27488.6045    9.649                          101.2      Th       PE83
 3637.5558 27483.1542    3.514   34174  2.5   6691  1.5 102.3      Th  II   PE83
 3638.3193 27477.3870   16.928    4961  4    32439  4   101.5      Th   I   PE83
 3638.6445 27474.9313   14.617    8800  4    36275  5   102.0      Th   I   PE83
 3639.4470 27468.8732   13.221   33637  3.5   6168  3.5 103.0      Th  II   PE83
 3641.9647 27449.8842   10.859                          103.2      Th       PE83
 3642.2490 27447.7416  189.914       0  2    27447  2   101.3      Th   I   PE83
 3642.5729 27445.3009   10.620    7280  2    34725  3   101.2      Th   I   PE83
 3643.5123 27438.2247   19.509    6362  2    33800  3   101.3      Th   I   PE83
 3643.8250 27435.8704    2.541   38219  2    10783  2   114.8      Th   I   PE83
 3644.4075 27431.4853    1.626                          145.3      Th       PE83
 3644.7138 27429.1800    1.514   44889  1.5  17460  2.5 105.6      Th  II   PE83
 3645.3638 27424.2892    4.749    7280  2    34704  3   101.8      Th   I   PE83
 3645.7065 27421.7116    6.924   35216  5     7795  4   102.4      Th   I   PE83
 3646.2677 27417.4910    2.171                          101.3      Th       PE83
 3647.6455 27407.1349    5.124   39895  4.5  12488  4.5 105.1      Th  II   PE83
 3648.1742 27403.1638    4.330       0  1.5  27403  1.5 108.8      Th  II   PE83
 3648.4213 27401.3078    5.380    1521  2.5  28923  2.5 102.8      Th  II   PE83
 3649.2496 27395.0881   12.798   34726  3.5   7331  2.5 102.4      Th  II   PE83
 3649.7349 27391.4453   31.099    5563  1    32954  2   100.4      Th   I   PE83
 3651.5716 27377.6680    1.889   10379  4.5  37756  3.5 110.3      Th  II   PE83
 3652.1683 27373.1951   12.684   37562  5.5  10189  5.5 102.9      Th  II   PE83
 3652.5372 27370.4307    4.743    7828  0.5  35198  0.5 102.2      Th  II   PE83
 3654.4618 27356.0169   12.050    6362  2    33718  2   101.2      Th   I   PE83
 3655.1257 27351.0483    6.937    8111  4    35462  3   101.7      Th   I   PE83
 3656.2007 27343.0069    1.824   37063  4.5   9720  3.5 122.3      Th  II   PE83
 3656.6938 27339.3192   34.238    2869  3    30208  2   101.2      Th   I   PE83
 3657.0554 27336.6163    3.014   13088  3    40425  4   102.9      Th   I   PE83
 3657.6427 27332.2267    3.937    8800  4    36132  5   101.0      Th   I   PE83
 3658.0637 27329.0812   10.258    7001  1.5  34330  0.5 103.7      Th  II   PE83
 3658.2276 27327.8574    4.100   34019  1.5   6691  1.5 103.9      Th  II   PE83
 3658.8087 27323.5167   21.607    4961  4    32285  3    99.8      Th   I   PE83
 3659.6294 27317.3897  168.259       0  2    27317  3   101.8      Th   I   PE83
 3661.6215 27302.5283   36.589    3687  2    30990  3   101.2      Th   I   PE83
 3661.9833 27299.8304    4.719    6362  2    33662  1   100.1      Th   I   PE83
 3662.2856 27297.5776    2.506       0  2    27297  1    99.5      Th   I   PE83
 3662.7505 27294.1127    6.509   35089  3     7795  4   101.2      Th   I   PE83
 3663.2025 27290.7448   60.794    2869  3    30160  4   101.5      Th   I   PE83
 3663.5444 27288.1978    4.518   38529  3    11241  3   101.1      Th   I   PE83
 3663.7024 27287.0215   10.515    9400  2.5  36687  2.5 103.4      Th  II   PE83
 3665.1812 27276.0122     .657   42518  3.5  15242  4.5 107.9      Th  II   PE83
 3665.4407 27274.0807    1.866                          125.1      Th       PE83
 3666.9811 27262.6238   14.348    8800  4    36062  4   100.8      Th   I   PE83
 3667.6218 27257.8614    2.328   37784  2    10526  3   105.5      Th   I   PE83
 3668.1399 27254.0121   23.846                          102.0      Th       PE83
 3668.3902 27252.1525    1.417                          103.7      Th       PE83
 3669.9685 27240.4329   32.940    8111  4    35351  4   100.6      Th   I   PE83
 3670.6370 27235.4716    1.609                          156.6      Th       PE83
 3671.5398 27228.7746   20.403    6362  2    33591  3   101.8      Th   I   PE83
 3672.3003 27223.1362   10.837    7502  3    34725  3    99.2      Th   I   PE83
 3672.5218 27221.4944    5.347   37748  2    10526  3   100.8      Th   I   PE83
 3673.7936 27212.0713   10.743   34543  2.5   7331  2.5 103.6      Th  II   PE83
 3674.0147 27210.4335   11.399    3865  1    31075  2   102.6      Th   I   PE83
 3674.8910 27203.9450    9.910    9804  5    37008  5   100.5      Th   I   PE83
 3675.1372 27202.1227   15.706    7502  3    34704  3   101.8      Th   I   PE83
 3675.5676 27198.9377   42.181    1521  2.5  28720  1.5 103.0      Th  II   PE83
 3675.7893 27197.2969   12.916   35440  3     8243  2   101.7      Th   I   PE83
 3675.9593 27196.0395    7.533   11802  2    38998  3   103.4      Th   I   PE83
 3676.1424 27194.6849    5.610                          103.2      Th       PE83
 3676.6897 27190.6369    1.736   10379  4.5  37569  4.5 102.7      Th  II   PE83
 3677.9139 27181.5866    2.585   15236  1.5  42418  1.5 106.2      Th  II   PE83
 3678.0483 27180.5933    7.344    9400  2.5  36581  1.5 106.2      Th  II   PE83
 3678.4804 27177.4007   10.713   35421  1     8243  2   101.6      Th   I   PE83
 3679.1343 27172.5702    5.414                          100.8      Th       PE83
 3679.5444 27169.5418   11.108   38366  4    11197  5   100.4      Th   I   PE83
 3679.7105 27168.3157   17.021   40574  5.5  13406  6.5 102.2      Th  II   PE83
 3680.4477 27162.8738   14.011    8111  4    35273  5   101.6      Th   I   PE83
 3680.6053 27161.7110    6.823   35405  3     8243  2   102.3      Th   I   PE83
 3681.8837 27152.2805    3.729   38728  2.5  11576  1.5 118.0      Th  II   PE83
 3682.1793 27150.1006    3.125    7280  2    34430  3   102.6      Th   I   PE83
 3682.4864 27147.8366   39.668    2869  3    30017  3    99.7      Th   I   PE83
 3683.4932 27140.4166    2.736   38382  3    11241  3   104.2      Th   I   PE83
 3684.9329 27129.8129    5.090    8111  4    35240  3   100.5      Th   I   PE83
 3685.5870 27124.9979    1.774    3687  2    30812  2   101.1      Th   I   PE83
 3686.9813 27114.7408    1.030   37787  3.5  10673  2.5 101.0      Th  II   PE83
 3687.1943 27113.1741    1.397   41578  2    14465  2   106.7      Th   I   PE83
 3687.4936 27110.9737    1.735                          108.3      Th       PE83
 3687.6700 27109.6765    4.813   49124  5.5  22014  5.5 103.0      Th  II   PE83
 3687.9841 27107.3677    7.881   37521  3    10414  4   101.1      Th   I   PE83
 3688.7604 27101.6631    5.921   40570  3.5  13468  4.5 104.0      Th  II   PE83
 3690.1158 27091.7090    4.409                          104.3      Th       PE83
 3690.6239 27087.9796   71.169       0  2    27087  1   101.8      Th   I   PE83
 3691.4117 27082.1982   32.865    2558  0    29640  1   100.0      Th   I   PE83
 3691.6141 27080.7137   13.429    7502  3    34583  3   101.3      Th   I   PE83
 3691.8759 27078.7931   39.007   34874  3     7795  4   101.5      Th   I   PE83
 3692.0763 27077.3236    2.878   35456  4.5   8378  3.5 103.2      Th  II   PE83
 3692.5664 27073.7298   42.829    3687  2    30761  3   101.1      Th   I   PE83
 3693.2474 27068.7382    1.386   11601  1    38669  2   101.5      Th   I   PE83
 3693.5239 27066.7118    1.678                          108.9      Th       PE83
 3693.9946 27063.2624   17.710    3865  1    30928  1   102.3      Th   I   PE83
 3694.1785 27061.9153   36.075                           94.3      Th       PE83
 3694.3652 27060.5483    7.525   39174  3    12114  2   101.0      Th   I   PE83
 3694.7855 27057.4701    1.055   54845  4.5  27787  4.5 106.0      Th  II   PE83
 3695.2890 27053.7834   11.161   34849  5     7795  4   101.1      Th   I   PE83
 3695.9738 27048.7710    4.325   38165  3.5  11116  3.5 104.1      Th  II   PE83
 3696.6469 27043.8460    1.730    9400  2.5  36444  1.5 100.5      Th  II   PE83
 3697.0309 27041.0371    2.945   33209  3.5   6168  3.5 104.2      Th  II   PE83
 3697.7436 27035.8247    6.119    3687  2    30723  1   100.2      Th   I   PE83
 3698.1062 27033.1744   25.835    9804  5    36837  5   100.8      Th   I   PE83
 3698.7546 27028.4357    2.531                          101.2      Th       PE83
 3699.1811 27025.3190    5.284                          105.9      Th       PE83
 3699.8808 27020.2084   10.588    8111  4    35131  4   100.8      Th   I   PE83
 3700.3119 27017.0609    2.384   48006  4.5  20989  4.5 119.0      Th  II   PE83
 3700.7654 27013.7501    3.810   15305  4.5  42319  4.5 102.4      Th  II   PE83
 3700.9782 27012.1965   35.446    2869  3    29881  4   100.7      Th   I   PE83
 3702.8638 26998.4415    2.310   46910  6.5  19912  6.5 103.8      Th  II   PE83
 3703.2299 26995.7726   23.938       0  2    26995  3   100.7      Th   I   PE83
 3703.7743 26991.8047   23.367    4961  4    31953  4   101.2      Th   I   PE83
 3704.3374 26987.7022     .947                          139.2      Th       PE83
 3704.7103 26984.9856    7.267                          105.2      Th       PE83
 3704.8616 26983.8834    8.271    2869  3    29853  2    99.6      Th   I   PE83
 3706.0238 26975.4214    6.633                          154.2      Ca  II   PE83
 3706.7673 26970.0114   56.069    8111  4    35081  5   100.5      Th   I   PE83
 3707.0036 26968.2920    7.671                          104.7      Th       PE83
 3707.4282 26965.2033    4.019       0  1.5  26965  1.5  98.1      Th  II   PE83
 3708.7530 26955.5715    1.455   16818  3.5  43773  3.5 102.4      Th  II   PE83
 3709.8621 26947.5133    3.241    3865  1    30812  2   101.4      Th   I   PE83
 3711.3041 26937.0430   12.736   33637  3.5   6700  4.5 101.3      Th  II   PE83
 3711.6229 26934.7292   18.295    6362  2    33297  2   100.2      Th   I   PE83
 3711.8332 26933.2034    4.416    8800  4    35733  4   103.4      Th   I   PE83
 3712.5591 26927.9371    4.303    7502  3    34430  3   101.8      Th   I   PE83
 3714.0706 26916.9792    1.802                          109.8      Th       PE83
 3714.3255 26915.1321     .806                           94.1      Th       PE83
 3715.5607 26906.1847    3.086                          109.6      Th       PE83
 3715.8616 26904.0060    2.191   38145  3    11241  3   107.8      Th   I   PE83
 3716.5837 26898.7789    3.953                          100.1      Th       PE83
