# units Angstroms
3465.8603  FeI
3490.5737  FeI
3581.1925  FeI
3608.8587  FeI
3618.7676  FeI
3631.4629  FeI
3647.8424  FeI
3679.9132  FeI
3705.5657  FeI
3719.9346  FeI
3745.5608  FeI
3820.4251  FeI
3856.3717  FeI
3859.9114  FeI
3878.573   FeI
3886.282   FeI
3895.6558  FeI
3899.7073  FeI
3902.9452  FeI
3906.4794  FeI
3920.2577  FeI
3922.9115  FeI
3925.7188  ArII
3930.2962  FeI
3946.0971  ArII
3948.9789  ArI
3969.257   FeI
3979.3559  ArII
3994.7918  ArII
4005.2414  FeI
4033.8093  ArII
4042.8937  ArII
4045.813   FeI
4045.9208  ArII
4063.5939  FeI
4103.9121  ArII
4118.5442  FeI
4131.7235  ArII
4143.8688  FeI
4158.5905  ArI
4164.1795  ArI
4198.3036  FeI
4200.6745  ArI
4216.1828  FeI
4222.6373  FeI
4237.2198  ArII
4259.3619  ArI
4271.7593  FeI
4277.5282  ArII
4294.1243  FeI
4300.1008  ArI
4307.9015  FeI
4315.0837  FeI
4325.7615  FeI
4331.1995  ArII
4333.5612  ArI
4345.168   ArII
4348.064   ArII
4352.2049  ArII
4362.0662  ArII
4367.8316  ArII
4375.9294  FeI
4379.6668  ArII
4383.5445  FeI
4400.9863  ArII
4404.7499  FeI
4415.1222  FeI
4426.0011  ArII
4430.189   ArII
4433.838   ArII
4439.4614  ArII
4448.8792  ArII
4461.6521  FeI
4466.5508  FeI
4474.7594  ArII
4481.8107  ArII
4498.5384  ArII
4502.9268  ArII
4510.7332  ArI
4522.323   ArI
4530.5523  FeI
4545.0519  ArII
4579.3495  ArII
4589.8978  ArII
4596.0967  ArI
4598.7627  ArII
4609.5673  ArII
4628.4409  ArI
4637.2328  ArII
4647.4329  FeI
4657.9012  ArII
4702.3161  ArI
4726.8683  ArII
4732.0532  ArII
4735.9058  ArII
4764.8646  ArII
4806.0205  ArII
4847.8095  ArII
4859.7406  FeI
4879.8635  ArII
4889.0422  ArII
4920.5018  FeI
4933.2091  ArII
4957.5966  FeI
4965.0795  ArII
4972.1597  ArII
5009.3344  ArII
5017.1628  ArII
5051.6336  FeI
5062.0371  ArII
5083.3377  FeI
5090.4951  ArII
5110.3849  FeI
5125.7654  ArII
5141.7827  ArII
5145.3083  ArII
5162.2846  ArI
5167.4873  FeI
5171.5953  FeI
5187.7462  ArI
5194.9412  FeI
5221.271   ArI
5227.1697  FeI
5232.9394  FeI
5269.5366  FeI
5283.6206  FeI
5324.1782  FeI
5328.0376  FeI
5341.0233  FeI
5371.4892  FeI
5397.1269  FeI
5405.7741  FeI
5415.1997  FeI
5421.3517  ArI
5429.6955  FeI
5434.5228  FeI
5446.8937  FeI
5451.652   ArI
5455.609   FeI
5495.8738  ArI
5558.702   ArI
5577.6845  ArII
5586.7553  FeI
5606.733   ArI
5615.6436  FeI
5650.7043  ArI
5681.9001  ArI
5691.6612  ArII
5739.5196  ArI
5802.0798  ArI
5812.7592  ArII
5834.2633  ArI
5860.3103  ArI
5882.6242  ArI
5888.5841  ArI
5912.0853  ArI
5928.813   ArI
5942.6686  ArI
5949.2583  ArI
5987.3016  ArI
5998.9987  ArII
6013.6777  ArI
6025.15    ArI
6032.1274  ArI
6043.2233  ArI
6052.7229  ArI
6059.3725  ArI
6098.8031  ArI
6105.6351  ArI
6114.9234  ArII
6123.3619  ArII
6127.416   ArI
6145.4411  ArI
6155.2385  ArI
6172.2778  FeI
6191.5583  ArII
6201.1002  ArI
6212.5031  ArI
6230.726   ArII
6243.1201  FeI
6252.5537  FeI
6296.8722  ArI
6307.657   ArII
6324.4163  ArI
6369.5748  ArI
6384.7169  FeI
6416.3071  ArII
6437.6003  ArI
6466.5526  ArII
6483.0825  ArII
6538.112   ArI
6604.8534  ArI
6632.0837  ArI
6643.6976  ArII
6666.3588  ArII
6677.2817  ArI
6684.2929  ArII
6719.2184  ArI
6752.8335  ArI
6766.6117  ArI
6861.2688  ArII
6871.2891  ArI
6879.5824  ArI
6888.1742  ArI
6937.6642  ArI
6951.4766  ArI
6965.4307  ArI
7030.2514  ArI
7067.2181  ArI
7107.4778  ArI
7125.82    ArI
7147.0416  ArI
7158.8387  ArI
7206.9804  ArI
7265.1724  ArI
7272.9359  ArI
7311.7159  ArI
7353.293   ArI
7372.1184  ArI
7383.9805  ArI
7392.9801  ArI
7412.3368  ArI
7425.2942  ArI
7435.3683  ArI
7471.1641  ArI
7484.3267  ArI
7503.8691  ArI
7514.6518  ArI
7589.3151  ArII
7635.106   ArI
7670.0575  ArI
7798.5604  ArI
7868.1946  ArI
7891.075   ArI
7948.1964  ArI
8006.1567  ArI
8014.7857  ArI
8053.3085  ArI
8103.6931  ArI
8115.311   ArI
8264.5225  ArI
8408.2096  ArI
8424.6475  ArI
8521.4422  ArI
8605.7762  ArI
8620.4602  ArI
8667.9442  ArI
8688.6213  FeI
8761.6862  ArI
8799.0875  ArI
9122.9674  ArI
9194.6385  ArI
9224.4992  ArI
9291.5313  ArI
9354.2198  ArI
9657.7863  ArI
9784.5028  ArI
